Hospital Names,Addresses,Category,Contact Info
St. Vincent EENT Hospital,"Address: Sto. Niño Street, Poblacion, Bustos, Bulacan, Philippines",Category: Level 2/Secondary,Contact No.: 044-9030076
"Dagupan Doctors Villaflor Memorial Hospital, Inc.","Address: Mayombo District, Dagupan City, Pangasinan",Category: Level 3/Tertiary,Contact No: 075-5157440 / 5220811 fax
Tumauini District Hospital,"Address: Maharlika Hiway, Tumauini, Isabela 3325",Category: Level 1/Primary,Contact No.: 6324222
"Dagupan Doctors Villaflor Memorial Hospital, Inc.","Address:McArthur Highway, Mayombo District",Dagupan City Pangasinan,Category:Level 3/Tertiary
Elguira General Hospital,Address: Rizal Avenue San Carlos Pangasinan,Category:Level 3/Tertiary,Contact No.075-5324481 5323586 fax
Jesus Nazarene General Hospital,Address: Solis St. Lingayen Pangasinan,Category:Level 3/Tertiary,Contact No.075-5425752
Bagtilay Adult Specialty Clinic and Hospital,"Address: 95 Ramos West,San Isidro, Isabela",Category: Level 1/Primary,Contact No.: 0917-5742562
"Luzon Medical Center, Inc.","Address:329 McArthur Highway, Tapuac",Pangasinan,Category:Level 3/Tertiary
Medical Centrum Dagupan,Address:A.B. Fernandez Avenue East,Dagupan City Pangasinan,Category:Level 3/Tertiary
"Nazareth General Hospital, Inc.",Address: 203 Perez Boulevard Dagupan City Pangasinan,Category:Level 3/Tertiary,Contact No.075-5220044
BBCSS Pediatric Medical & Surgical Clinic,"Address: Quezon St.Bargy 2,San Mateo, Isabela 3318",Category: Level 1/Primary,Contact No.: 09282711533
Pangasinan Center for Family Medicine Hospital,"Address:Amado St., Tapuac District Dagupan City, Pangasinan",Category:Level 3/Tertiary,Contact No.(075)5227028/5220994/5156160
Castro Maternity Hospital,"Address: M. Ponce Street, Tibag, Baliuag, Bulacan, Philippines",Category: Level 2/Secondary,Contact No.: 044-7661462/6026
Bucag's General Hospital,"Address: 66 Don Jose Canciller Ave.,Centro,Cauayan City, Isabela 3305",Category: Level 2/Secondary,Contact No.: 0786522350
"Our Lady of Mercy General Hospital, Co.","Address: Longos, Pulilan, Bulacan, Philippines",Category: Level 3/Tertiary,Contact: 044-6762774/2883
Pangasinan Doctors Hospital,Address: Rizal Avenue San Carlos City,Pangasinan,Category:Level 3/Tertiary
Cabatuan Family Clinic and Hospital,"Address: Centro,Cabatuan, Isabela 3515",Category: Level 2/Secondary,Contact No.: 6648108
"Pangasinan Medical Center, Inc.",Address:Nable St. Dagupan City Pangasinan,Category:Level 3/Tertiary,Contact No.075-5230429/5222255 5230429 fax
Specialist Group Hospital and Trauma Center,Address:Tapuac District Dagupan City,Pangasinan,Category:Level 3/Tertiary
Urdaneta Sacred Heart Hospital,"Address:San Vicente Central, Urdaneta City,",Pangasinan,Category:Level 3/Tertiary
Virgen Milagrosa Medical Center,Address:1 Martin P. Posadas Avenue,Category:Level 3/Tertiary,Contact No.075-5322380/6342692
"De Vera's Medical Center, Inc.","Address: Callao East,Santiago City, Isabela 3311",Category: Level 3/Tertiary,Contact No.: 078-6828182
St. Michael Family Hospital,"Address: C. Santiago St., Pob. 2, Marilao",Category: Level 2/Secondary,Contact No.: 046-4771757
"Cagayan Valley Adventist Hospital, Inc.","Address: Maharlika Highway,Mabini,Santiago City, Isabela 3311",Category: Level 3/Tertiary,Contact No.: 078-6828486
Caba Medicare Community Hospital,Address: Caba La Union,Category:Level 1/Primary,Contact No.72-7080298
"Mateo's Diagnostic Clinic & General Hospital, Inc.","Address: 60 Gov. F. Halili Avenue, Bagbaguin, Sta. Maria, Bulacan, Philiuppines",Category: Level 2/ Secondary,Contact No.: 044-6412581
Callang General Hospital and Medical Center,"Address: Judeg Taguinod St., Centro East, Santiago City, Isabela 3311",Category: Level 3/Tertiary,Contact No.: 078-6828189
Dr. Adolfo O. Flores Memorial Hospital,"Abauag St.,Villasis, Santiago City, Isabela 3511",Category: Level 2/Secondary,Contact No.: 078-6828291/8523
Bacnotan District Hospital,Address:Poblacion Bacnotan La Union,Category:Level 2/Secondary,Contact No.72-7190059
Naguilian District Hospital,Address: Natividad Naguilian La Union,Category:Level 2/Secondary,Contact No.72-6091018
Cauayan Medical Specialists Hospital,"Burgos Street Centro, Cauayan, isabela Philippines 3305",Category: Level 2/Secondary,Contact No.: 078-6521401/6345184
Northern La Union Maternity and Children's Hospital,Address: Balaoan La Union,Category:Level 2/Secondary,Contact No.0920-9509537 / 072-6030280
Rosario District Hospital,Address: Concepcion Rosario La Union,Category:Level 2/Secondary,Contact No.72-7121045
Ilocos Training and Regional Medical Center,Address: Parian San Fernando City La Union,Category: Level 3/Tertiary - DOH Hospital,Contact No.72-8883671/72-2421143
Lide Pasar Hospital,"Address: Isabel, Leyte",Category: Level 2/Secondary,Contact Number: (053) 337-6136
La Union Medical Center,Address: Nazareno Agoo La Union,Category:Level 3/Tertiary,Contact No.72-7101698
Agoo Medical Clinic,Address:138 Consolacion Agoo La Union,Category: Level 2/Secondary,Contact No.072-7100893/7100480
Cauayan Family Hospital,"Address: Prenza, Cauayan City, Isabela 3305",Category: Level 1/Primary,Contact No.: 078-6523399
St. Catherine Hospital,Address:# 1 Central West Bangar La Union,Category:Level 1-Special,Contact No.0929-7482052
San Roque Hospital,"Address: 4 Guareno Street, Liang, Malolos City","Bulacan, Philippines",Category: Level 2/Secondary
Agoo Family Hospital,Address: San Pedro Agoo La Union,Category:Level 2/Secondary,Contact No.072-7100893/7100480
Cicosat Hospital,Address:Lingsat San Fernando City La Union,Category:Level 2/Secondary,Contact No.072-8887385
Corado Medical Clinic and Hospital,"Address: Tandang Sora St.,Victory Norte,Santiago City, Isabela 3311",Category: Level 1/Primary,Contact No.: 078-6822336
"Bethany Hospital, Inc.","Address:Widdoes St., Brgy. 2",San Fernando City La Union,Category:Level 3/Tertiary
La Union Medical Diagnostic Center and Hospital,Address: Ancheta St. cor. Bucaneg St.San Fernando City La Union,Category:Level 3/Tertiary,Contact No.072-2424796/2422275
Lorma Medical Center,Address:Carlatan San Fernando City La Union,Category:Level 4/Specialty Hospital,Contact No.072-7000000/072-2423621 fax
Corado Medical Clinic and Hospital,"Address: Tandang Sora St.,Victory Norte,Santiago City, Isabela 3311",Level,
Magsingal District Hospital,Address:Sta. MonicaMagsingal Ilocos Sur,Category:Level 1/Primary,Contact No.77-7263514
Dayos-Pascual Medical Clinic,"Address: Rang-ayan, Roxas, Isabela 3320",Category: Level 1/Primary,Contact No.: 078-6428321
Salcedo Medicare Community Hospital,Address:Poblacion Sur Salcedo La Union,Category:Level 1/Primary,Contact No.0917-6061578 / 0928-3784689
Sinait District Hospital,Address: National Highway Sinait Ilocos Sur,Category:Level 1/Primary,Contact No.77-7288094
Bessang Pass Memorial Hospital,Address: National Road Cervantes Ilocos Sur,Category:Level 2/Secondary,Contact No.0920-4733881
Central Ilocos Sur District Hospital,Address:Paratong Narvacan Ilocos Sur,Category:Level 2/Secondary,Contact No.77-7326756 / 77-7325756
City of Candon Hospital,Address:San Nicolas Candon City,Category:Level 2/Secondary,Contact No.77-7425675
Demano's Medical & Pediatric Clinic,"Address: Bonifacio St.,Centro, Ramon, Isabela 3319",Category: Level 1/Primary,Contact No.: 078-8592080
Sta. Lucia District Hospital,"Address:Nat'l. Highway, San Juan Sta. Lucia",ilocos Sur,Category:Level 2/Secondary
Dr. Atanacio T. Dayrit Jr. Medical Hospital,"Address: Centro, Cabatuan, Isabela 3315",Category: Level 1/Primary,Contact No.: 0778-6648239
Dr. Ester Garcia General Hospital,"Address: Cabatuan Road,San Fermin, Cauayan City, Isabela 3305",Category: Level 2/Secondary,Contact No.: 078-6520906/2694
De Jesus General Hospital,"Address: No. 5 B.S. Aquino Avenue, Baliuag Bulacan, Philippines",Category: Level 2/Secondary,Contact No.: 044-7663062/7405/7040
Dr. Janet Tumolva-Lusung Medical Clinic and Hospital,"Address: Ragan Sur, Delfin Albano, Isabela",3326,Category:Level 1/Primary
Cabadbaran District Hospital,"Address: Cabadbaran, Agusan del Norte",Category: Level 2/Secondary,Contact Number: (085) 343-1211
Jabonga Municipal Hospital,"Address: Jabonga, Agusan del Norte",Category: Level 1/Primary,Contact Number: none
Tagudin General Hospital and Capillariasis Center,Address:Tagudin Ilocos Sur,Category:Level 2/Secondary,Contact No.77-7487015/7487050 fax
Kitcharao District Hospital,"Address: Kitcharao, Agusan del Norte",Category: Level 1/Primary,Contact Number: 0919-7144854
Gabriela Silang General Hospital,Address:Tamag Vigan City Ilocos Sur,Category:Level 3/Tertiary,Contact No.77-7227339/7099
Dumlao Hospital,"Address: Sergio Osmena St.,Vira, Roxas, Isabela 3320",Category: Level 2/Secondary,Contact No.: 078-6428088
Nasipit District Hospital,"Address: Nasipit, Agusan del Norte",Category: Level 1/Primary,Contact Number: (085) 343-2053
Yumena Surgical and Medical Clinic,"Address: Dona Syquia St.,BantugRoxas, Isabela 3320",Category: Level 1/Primary,Contact No.: 078-6428536
Acas Clinic and Hospital,Address:Tamag Vigan City Ilocos Sur,Category:Level 1/Primary,Contact No.077-7222258
Las Nieves Municipal Hospital,"Address: Las Nieves, Agusan del Norte",Category: Level 1/Primary,Contact Number: (085) 341-3535
Dr. Noel C. de Leon Maternity Clinic,"Address: Sergio Osmena St.,Vira, Roxas, Isabela 3320",Category: Level 1/Primary,Contact No.: 078-6428277
Figuerres Clinic and Hospital,Address:38 Mena Crisologo St.Vigan City,Ilocos Sur,Category:Level 1/Primary
"Butuan Doctors' Hospital, Inc.","Address: J.C. Aquino Avenue, Butuan CityCategory: Level 3/Tertiary",Contact Number: (085) 342-2700,
Agusan del Norte Provincial Hospital,"Address: Libertad St., Butuan CityCategory: Level 3/Tertiary",Contact Number: (085) 341-5129,
Manuel J. Santos Hospital,"Address: 554 Montilla Blvd., Butuan CityCategory: Level 3/Tertiary",Contact Number: (085) 341-2222/225-5221,
Hospital of the Holy Cross,"Address: V.R. Medrano Sr., cor T.M. Kalaw Sts., Ilaya, Calapan City, Oriental Mindoro",Category: Level 2/Secondary,Contact No.: 043-2885855/4410560
Bayugan Community Hospital,"Address: Bayugan, Agusan del Sur",Category: Level 1/Primary,Contact Number: (085) 231-2136
Mina de Oro General Hospital,"Address: Poblacion IV, Victoria, Oriental Mindoro",Category: Level 1/Primary,Contact No.: 2855284
Butuan Medical Center,"Address: Tiniwinsan, Butuan City",Category: Level 3/Tertiary,Contact Number: (085) 815-2648
Dr. Victor S. Villaroman Memorial Hospital,"Address: Burgos St.,Centro, Ilagan, Isabela 3300",,
Ilocos Sur Cooperative Medical Mission Group and Hospital,Address:Jose Singson St. Vigan City Ilocos Sur,Category:Level 1/Primary,Contact No.077-7221509 telefax
Bunawan District Hospital,"Address: Bunawan, Agusan del Sur",Category: Level 2/Secondary,Contact Number: none
Judge Celestino Guerrero Memorial Hospital,Address: Dakota St.Sta. Maria Ilocos Sur,Category:Level 1-Special,Contact No.
Gambalan Hospital,"Address: San Antonio, Delfin Albano, Isabela 3326",Category: Level 1/Primary,Contact No.: 0920-9559007
Esperanza Medicare Community Hospital,"Address: Esperanza, Agusan del Sur",Category: Level 1/Primary,Contact Number: none
Gines Hospital,"Address: Roxas St.,Centro, Cauayan City, Isabela 3305",Category: Level 2/Secondary,Contact No.: 078-6521967
Pacencia Gonzales Memorial Emergency Hospital,Address:48 del Pilar District Tagudin Ilocos Sur,Category:Level 1/Primary,Contact No.077-7487031 / 6521283
La Paz Municipal Hospital,"Address: La Paz, Agusan del Sur",Category: Level 1/Primary,Contact Number: none
The Ross Mauricio Memorial Hospital,"Address: Quezon St.,Centro, Cauayan City, Isabela 3305",Category: Level 1/Primary,Contact No.: 078-6521136
Loreto Municipal Hospital,"Address: Loreto, Agusan del Sur",Category: Level 1/Primary,Contact Number: none
Emilio G. Perez Memorial District Hospital,"Address: Sto. Niño, Hagonoy, Bulacan, Philippines",Category: Level 2/Secondary,Contact No.: 044-6672132
Rabara Clinic and Hospital,Address:59 Rizal St. Vigan City Ilocos Sur,Category:Level 1/Primary,Contact No.077-7222287
Ospital ng Guiguinto,"Address: Tabe, Guiguinto Bulacan, Philippines",Category: Level 2/Secondary,Contact No.: 044-6900366
Lucas-Paguila Medical Clinic,"Rizal St.,Magsaysay, Alicia, Isabela 3306",Category: Level 2/Secondary,Contact No.: 078-6627073/6627353
D.O. Plaza Memorial Hospital,"Address: Patin-ay, Prosperidad Agusan del Sur",Category: Level 3/Tertiary,Contact Number: (085) 343-7441/343-7420/343-7343
Manango Hospital,"Address: National Highway, San Antonio, Alicia, Isabela 3306",Category: Level 1/Primary,Contact No.: 078-6627813
Romel Cruz Hospital,"Address: Baog, Matimbo, MAlolos City, Bulacan ,Philippines",Category: Level 2/Secondary,Contact No.: 044-7913025
Siargao District Hospital,"Address: Siargao, Surigao del Norte",Category: Level 1/Primary,Contact Number: none
Plaridel County Hospital,"Address: Tabang, Plaridel, Bulacan, Philippines",Category: Level 2/Secondary,Contact No.: 044-7957948/7950001
Recel Medical Clinic and Hospital,Address: Poblacion sta. Catalina Ilocos Sur,Category:Level 1/Primary,Contact No.077-7228404
Tomas-Cacal Medical Clinic & Hospital,"Address: Quezon Street, Magsaysay, Alicia, Isabela 3306",Category: Level 2/Secondary,Contact No.: 078-6627192
Del Carmen District Hospital,"Address: Del Carmen, Surigao del Norte",Category: Level 1/Primary,Contact Number: (085) 232-6593
MMG Hospital & Health Service Coop. of Oriental Mindoro,"Address: J.P. Rizal St., Tawiran, Calapan City, Oriental Mindoro",Category: Level 3/Tertiary,Contact No.: 043-2882275
Sto. Niño Hospital,Address:Baliw Laud Sta Maria Ilocos Sur,Category:Level 1-Special,Contact No.077-7325550 ; Fax 7325573
Gigaguit Municipal Hospital,"Address: Gigaguit, Surigao del Norte",Category: Level 1/Primary,Contact Number: (086) 254-5353
New Samaritan Medical & Pediatric Clinic,"Address: Quezon St., Centro, San Mateo, Isabela 3318",Category: Level 1/Primary,Contact No.: 078-6642360
Dinagat District Hospital,"Address: Dinagat, Surigao del Norte",Category: Level 1/Primary,Contact Number: (085) 232-6577
Piedad Medical Clinic,"Rizal St., Centro, San Mateo, Isabela",Category: Level 1/Primary,Contact No.: 078-6442062
Marcelo Hospital,"Address: 237 M. Ponce St., Baliuag, Bulacan, Philippines",Category: Level 2/Secondary,Contact No.: 044-7662517; 7667025
Tolentino Clinic and Hospital,"Address:Nat'l. Highway, San Pablo Sto. Domingo Ilocos Sur",Category:Level 1/Primary,Contact No.077-7263959
Albor District Hospital,"Address: Albor, Libijo Surigao del Norte",Category: Level 1/Primary,Contact Number: none
Candon General Hospital,Address: Tablac Candon City Ilocos Sur,Category: Level 2/Secondary,Contact No.077-7426112/6098/6184
Loreto District Hospital,"Address: Loreto, Surigao del Norte",Category: Level 1/Primary,Contact Number: (086) 232-6579
Mainit Medicare Community Hospital,"Address: Mainit, Surigao del NorteCategory: Level 1/Primary",Contact Number: (086) 826-5305,
Ma. Estrella General Hospital,"Address: Tawiran, Calapan City, Oriental Mindoro",Category: Level 2/Secondary,Contact No.: 043-4410079
Padron-Tibio Medical Clinic,"Address: Pasuquin St., San Jose, Aurora, Isabela 3316",Category: Level 1/Primary,Contact No.: 078-6945107
Marcelo-Padilla Children's Medical Hospital,"Address: Banga I, Plaridel, Bulacan, Philippines",Category: Level 2/Secondary,Contact No.: 044-7950119
Malimono District Hospital,"Address: Malimono, Surigao del NorteCategory: Level 1/Primary",Contact Number: none,
Corpuz Clinic and Hospital,Address:Brgy. Namnama Sinait Ilocos Sur,Category:Level 2/Secondary,Contact No.077-6740273
Placer District Hospital,"Address: Placer, Surigao del Norte",Category: Level 1/Primary,Contact Number: (086) 826-5325/826-0225
Ramones General Hospital,"National Highway, Poblacion, San Mateo, Isabela 3318",Level 1,Contact No.: 078-6442493
Señor Tesoro Hospital,"Address: Poblacion II, Victoria, Oriental Mindoro",Category: Level 1,Cotnact No.: 285-5419
Pilar District Hospital,"Address: Placer, Surigao del NorteCategory: Level 1/Primary",Contact Number: none,
Sta. Monica Municipal Hospital,"Address: Sta. Monica, Surigao del Norte",Category: Level 1/Primary,Contact Number: none
Renmar Specialists' Hospital,"Address: Maharlika Highway, Plaridel, Santiago City, Isabela 3311",Level 1,Contact No.:
Lahoz Clinic and Hospital,Address: Jose Singson St. Vigan City,Ilocos Sur,Category:Level 2/Seconda
Socorro District Hospital,"Address: Socorro, Surigao del NorteCategory: Level 1/Primary",Contact Number: (086) 826-2550,
Pinamalayan Doctor's Hospital,"Address: Francisco St., Pinamalayan, Oriental Mindoro",Category: Level 1/Primary,Contact No.: 289-3720
Pira Hospital,"Address:Singson St., Rizal Cabugao Ilocos Sur",Category:Level 2/Secondary,Contact No.077-7285105/077-728-5665 fax
Cortes Municipal Hospital,"Address: Cortes, Surigao del Sur",Category: Level 1/Primary,Contact Number: none
Sta. Clara de Montefalco Hospital,"Address: Km. 20 NLEX Servcie Rd. Malhacan, Meycauayan",Category: Level 3/Tertiary,Contact No.: 044-6953647
